date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
12/22/1993,3.4,-0.3,5.2,0,0,252,32.4,80.6,1013,84
12/23/1993,3.8,1.5,6.5,0.5,0,242,23.4,79.6,1010.8,42
12/24/1993,1,0.1,4.5,1.9,0,236,12.6,60.1,997.3,0
12/25/1993,-0.2,-1.5,1,0.4,0,249,15.1,44.6,997.4,6
12/26/1993,-2.6,-3.7,-0.6,0,0,257,16.9,37.8,1008.4,0
12/27/1993,-1.2,-2.9,-0.3,0.1,0,249,15.1,37.8,1015,0
12/28/1993,-2.5,-6.1,2.5,0,0,186,4,13.7,1018.8,258
12/29/1993,-1.6,-7.6,3.3,2.4,0,151,5,16.6,1021,174
12/30/1993,4.6,-3.3,8.9,0,0,223,14.4,53.6,1019.5,204
12/31/1993,8.8,2.2,11.8,8.3,0,232,18.4,68,1011.4,0
1/1/1994,2.3,1.3,7.8,3.7,0,267,15.1,49.3,1016,0
1/2/1994,2.2,-2,5.4,3.4,0,205,14.4,47.2,1008.9,0
1/3/1994,4.9,3.5,7.6,4.2,0,227,14.8,45.4,1009.3,72
1/4/1994,4.8,2.7,6.8,2.1,0,201,9.4,34.6,1006.8,0
1/5/1994,4.1,1.4,8.7,0,0,196,12.6,52.9,1003.4,330
1/6/1994,7.2,-0.1,10.4,0,0,97,10.4,36.4,994,0
1/7/1994,9.8,4.4,14.4,0.2,0,132,12.6,40,997.9,66
1/8/1994,3.2,1,10,0,0,358,9,41,1015.5,0
1/9/1994,3.6,1.6,4.5,0,0,45,4.3,17.3,1014.5,0
1/10/1994,1.8,0.9,3.8,0,0,100,11.2,24.1,1005,0
1/11/1994,2,0.6,3.1,0,0,240,12.2,33.8,1010,0
1/12/1994,5.5,-0.7,8.3,0.3,0,190,8.3,30.2,1019.1,312
1/13/1994,7.6,5.7,14.3,10,0,243,19.4,57.2,1020.1,12
1/14/1994,4,2.3,7.2,9.1,0,238,12.6,33.1,1020.6,6
1/15/1994,1.2,-0.9,5.3,0.3,0,244,10.1,29.2,1015,228
1/16/1994,-1.2,-2.5,-0.5,0,0,8,6.8,17.3,1007.9,0
1/17/1994,-2.1,-3.9,0.2,0,10,314,9.7,30.2,1020.8,0
1/18/1994,-4.8,-8.4,1,0,0,206,4.7,15.8,1034.9,474
1/19/1994,-5.2,-9.5,1,0,0,177,3.6,14,1030,498
1/20/1994,-2.3,-7.9,-0.5,0,0,247,6.5,18,1030.3,0
1/21/1994,-1.6,-1.9,-1,0,0,22,5,19.4,1033.6,0
1/22/1994,-1.8,-3,-1,0,0,224,6.8,19.4,1035.7,102
1/23/1994,3.9,-4,6.4,2.5,0,232,19.4,60.5,1026.9,60
1/24/1994,4.8,4.3,6.7,10,0,249,22,56.2,1020.6,24
1/25/1994,8.1,4.4,9.6,4.6,0,252,23,68.4,1015.1,0
1/26/1994,2.8,0.7,9,1.4,0,262,36.7,93.2,1015.7,54
1/27/1994,5.5,1.5,7.5,4.3,0,250,31.7,73.8,1020.7,0
1/28/1994,1,-1.1,10.5,0.6,10,264,40,122.4,1019.9,102
1/29/1994,-0.4,-1.9,0.6,0,20,263,28.1,63,1036.1,90
1/30/1994,4.8,-0.2,8.3,0.4,0,259,20.9,60.8,1025.9,300
1/31/1994,2.6,0.7,5.3,0,0,262,22.7,51.8,1026.7,114
2/1/1994,1.1,-3.3,6.8,0,0,162,5.4,18.4,1023.4,432
2/2/1994,4.2,-1.1,5.3,11.8,0,223,9,26.6,1018.5,0
2/3/1994,5.1,2.4,9.5,0,0,140,8.3,22.7,1006.5,78
2/4/1994,2.8,0.5,9.1,0,0,84,15.1,35.3,1004.3,306
2/5/1994,2,-0.1,7.9,0,0,77,13.7,33.8,1008.8,300
2/6/1994,2.9,-1,5.3,0,0,247,7.9,28.4,1016.1,0
2/7/1994,2.6,1,4.2,0.7,0,45,7.2,18,1014.7,0
2/8/1994,1.6,0.9,2.5,2.8,0,285,11.2,30.2,1021,0
2/9/1994,1,-1.2,5.2,0,0,244,9.4,22,1029.3,48
2/10/1994,1.1,-2.2,2.8,1.7,10,236,14,38.9,1020.4,6
2/11/1994,0,-0.6,2,0.4,10,272,13,29.5,1023.6,54
2/12/1994,-1.1,-1.9,0,0.5,0,43,12.6,29.2,1025.3,0
2/13/1994,-6.2,-7.5,-1.4,0,20,77,27,66.6,1023.2,0
2/14/1994,-6.6,-8.4,-3.4,0,10,89,35.3,68.4,1024.4,348
2/15/1994,-4.2,-8,0.6,0,10,90,18.4,36.4,1026.4,480
2/16/1994,-5.3,-10.4,-0.3,0,0,82,14,35.3,1026.3,528
2/17/1994,-6.4,-11.5,-2.9,0,0,100,4.7,20.5,1023.9,396
2/18/1994,-4.4,-8.3,0,0,0,60,6.8,19.1,1022.5,288
2/19/1994,-5.6,-11.1,0.3,0,0,53,4.3,15.5,1024.9,486
2/20/1994,-2.3,-11.4,2.7,0,0,104,5.4,18,1013.8,84
2/21/1994,0.4,-1.8,3.5,4.4,0,155,7.9,39.6,1016.3,0
2/22/1994,1.9,-1.8,6,2.1,0,173,7.9,47.2,1015.2,0
2/23/1994,4.8,-0.2,10.4,0.6,0,197,5.8,19.8,1007.9,324
2/24/1994,4.8,-0.7,9,0.7,0,251,11.5,29.2,1007.4,252
2/25/1994,4.9,1.6,8.7,0.1,0,241,12.2,37.8,1019,12
2/26/1994,4,-3.1,12.3,0.1,0,101,5.4,15.5,1018,414
2/27/1994,6.7,-1.6,15.2,0,0,105,5.8,22.3,1010.6,450
2/28/1994,6.8,3.2,11.7,0,0,218,7.6,24.8,1012.2,0
3/1/1994,7.2,2.3,11.6,3.2,0,223,7.2,24.8,1016.2,126
3/2/1994,5.9,4.1,9.7,1.6,0,254,19.8,52.2,1023.4,162
3/3/1994,6.9,5,10.6,5.1,0,248,15.8,70.6,1023.2,288
3/4/1994,2.2,-0.4,8.1,0,0,275,24.8,75.6,1032.1,270
3/5/1994,4,-3.2,12.1,0.8,0,84,9,28.4,1025.5,612
3/6/1994,6.8,-0.1,9.2,2.7,0,249,12.6,28.8,1025.9,6
3/7/1994,7.5,3.9,9.9,0,0,251,20.5,52.2,1024.4,12
3/8/1994,10,7.9,12.9,2.7,0,263,16.2,34.2,1024.4,0
3/9/1994,11,9.1,16.3,0,0,192,7.9,20.2,1024.4,150
3/10/1994,7.3,3.8,14.2,0.4,0,233,7.2,32.4,1029.7,174
3/11/1994,8.2,1.6,13.6,0,0,107,9,32,1025.1,576
3/12/1994,8.6,2.8,16,2,0,252,10.8,49,1018.8,36
3/13/1994,9,5.4,12.1,1.6,0,245,32,97.6,1013.2,18
3/14/1994,9.2,4.8,12,0,0,269,33.5,75.6,1022.4,348
3/15/1994,10,8.5,12.3,3.1,0,252,35.3,70.6,1018,132
3/16/1994,6.6,3.8,9.9,0.6,0,269,25.9,78.8,1017.2,72
3/17/1994,4.2,0.2,6.8,2.5,0,274,31.7,104.8,1017.7,228
3/18/1994,5.2,1.1,7.4,0.4,0,253,22.3,62.3,1018.6,162
3/19/1994,8.2,5.1,11,5.1,0,249,36,80.6,1010.7,0
3/20/1994,2.7,0.1,7.8,4.1,10,251,11.5,52.2,1017,6
3/21/1994,5.4,1.3,7.7,9,0,103,6.5,20.2,1016.4,0
3/22/1994,8.2,5.3,11.6,0.3,0,309,6.1,27.4,1025.1,12
3/23/1994,12.4,6.6,14.9,0.1,0,247,19.4,49.3,1024.8,60
3/24/1994,14.2,12.4,18.7,2.7,0,260,36.4,92.2,1017.9,258
3/25/1994,14.9,9.3,18.8,10.7,0,252,24.5,72.7,1010.4,306
3/26/1994,5,3.4,15.7,0.4,0,284,24.5,62.3,1015.7,246
3/27/1994,2.4,0.3,6.8,0,0,,12.2,29.2,1025.2,336
3/28/1994,7.7,-2.6,13.1,0.5,0,88,9,36,1022,588
3/29/1994,11.6,7.3,15.4,0.2,0,249,12.6,38.2,1024.9,36
3/30/1994,11,5.6,17.7,0,0,119,8.3,31,1020.7,540
3/31/1994,11.1,3.8,19,0,0,221,9.7,51.8,1013,216
4/1/1994,7.8,4.7,16.3,10.3,0,198,14,68.8,1003.2,18
4/2/1994,3.1,0.7,7.7,2.3,0,264,19.1,63,1009.6,216
4/3/1994,1.5,-0.8,6.8,0.5,0,249,12.2,45,1021.6,180
4/4/1994,6.4,-3.1,10.8,2.9,0,185,11.2,84.2,1011.6,162
4/5/1994,3.4,1.8,8.2,0,0,250,13.7,56.9,1016.4,264
4/6/1994,3.8,-0.8,7.7,0.1,0,259,10.8,33.1,1012.9,366
4/7/1994,4.3,1.9,9.4,0,0,241,10.4,31.3,1005.4,396
4/8/1994,3.7,1.6,7,2.9,0,267,12.2,45.4,1011.3,96
4/9/1994,2.4,-0.5,7.7,0.2,0,201,12.2,57.6,1003.2,42
4/10/1994,3.1,0,7.9,0.4,0,297,6.5,26.6,1003.9,150
4/11/1994,1.5,-0.3,2.6,6.1,0,314,9.7,24.1,1012.7,0
4/12/1994,1.4,0.4,3.2,25.2,0,251,20.2,58,1008,0
4/13/1994,3.4,0.4,4.5,17.4,30,251,32.8,75.6,1005.8,0
4/14/1994,5.4,3.3,8.3,0,0,294,15.5,48.2,1015,42
4/15/1994,7.9,2.9,11.5,0,0,25,6.8,18.7,1016.4,180
4/16/1994,10.1,2.7,15.1,0.1,0,58,16.6,42.8,1012.3,354
4/17/1994,8.9,6.8,12.7,5,0,24,17.6,39.6,1003,0
4/18/1994,3.6,2.1,6.9,0.9,0,320,11.5,39.2,1013.1,0
4/19/1994,5.8,-2.5,8.8,0,0,65,6.5,22.3,1010.8,0
4/20/1994,9.4,1.6,14.8,0,0,61,5.4,22.3,1007.9,690
4/21/1994,11.6,4,16.6,0,0,37,6.1,24.1,1010.4,402
4/22/1994,11.9,7.6,17.7,0,0,166,8.3,28.8,1012.7,594
4/23/1994,13.4,4.6,19.6,0,0,80,8.6,34.2,1010.8,750
4/24/1994,14,7.5,20.1,2.7,0,47,6.1,29.5,1010,480
4/25/1994,13.4,5.6,19.6,2.8,0,292,8.3,44.6,1010.2,468
4/26/1994,9.4,8.5,12.4,3,0,252,16.6,42.8,1026.1,0
4/27/1994,12.4,3.2,17.9,0,0,240,7.2,26.6,1031,414
4/28/1994,13.7,11,18.9,0,0,280,6.1,18,1032.6,336
4/29/1994,13.8,4.9,20.4,0,0,131,6.1,24.1,1030.3,708
4/30/1994,16,5.1,22.7,1.4,0,254,6.5,32.8,1022.9,690
5/1/1994,12.5,10.4,16.6,1,0,297,15.1,46.8,1023.7,486
5/2/1994,8.1,2.7,13.6,0,0,45,9.7,39.6,1026,678
5/3/1994,11.1,2.3,17.3,0,0,94,13.3,44.3,1019.9,810
5/4/1994,11.8,4.7,17.5,6,0,1,10.1,45.7,1015.5,234
5/5/1994,9.1,7.4,13.5,0,0,278,17.3,43.9,1021.5,324
5/6/1994,10.4,3.4,15.7,0,0,248,7.6,39.6,1023.8,732
5/7/1994,11.7,2.3,17.9,0,0,99,11.2,37.4,1019.1,768
5/8/1994,12.8,5.7,19.8,0,0,93,16.9,45.7,1013.3,834
5/9/1994,13.4,2.2,19.5,0,0,42,5.4,22,1013.1,798
5/10/1994,10.6,9.6,16.7,6.8,0,278,13,43.6,1015.9,30
5/11/1994,11,6.7,16.6,0,0,99,13.3,42.1,1013.4,528
5/12/1994,14,5.2,20.1,0,0,57,8.6,37.8,1011,750
5/13/1994,14.2,6,20.2,0,0,97,11.2,29.9,1013.7,750
5/14/1994,17.1,7.7,22.9,0.9,0,98,14,63.4,1008.3,264
5/15/1994,17,12,23,0,0,251,8.3,27.7,1013.7,690
5/16/1994,16.6,7,24.3,0,0,109,7.9,50,1010.1,606
5/17/1994,15.3,9.6,19.4,2.8,0,332,7.2,27.7,1010.1,318
5/18/1994,17.3,10.2,21.2,0,0,54,10.1,32.4,999.2,78
5/19/1994,11.6,10.7,16.9,4.5,0,256,27,56.2,1000.7,0
5/20/1994,12.5,9.6,15.4,0.2,0,271,10.1,34.2,1007.6,18
5/21/1994,14.2,6.9,17.8,6.4,0,142,4.7,18,1012.1,312
5/22/1994,15.4,11.4,20.8,0.1,0,210,10.1,29.9,1017.2,396
5/23/1994,15.8,10.8,20.1,1.1,0,242,10.4,45.4,1013.8,186
5/24/1994,17.6,10,21.8,6,0,109,9,52.6,1010.5,312
5/25/1994,15.3,13.4,19.6,1,0,274,16.2,42.8,1014,312
5/26/1994,12.7,5.8,19.4,0.8,0,320,8.3,42.8,1012.4,96
5/27/1994,11.8,9.2,14.9,6.7,0,254,15.8,57.2,1017.1,84
5/28/1994,13.1,9,17.2,1.8,0,45,6.1,22.3,1017.9,198
5/29/1994,12.3,10.5,16.5,0.8,0,269,6.5,25.2,1019.5,138
5/30/1994,11.5,8.6,16.1,0,0,312,7.2,24.8,1024.3,240
5/31/1994,14,2.9,20.7,0,0,251,6.8,28.4,1023.9,864
6/1/1994,18.5,7,25.6,0,0,213,5.4,24.8,1020.7,798
6/2/1994,22.5,10.4,29.1,4,0,92,12.2,92.2,1010.5,426
6/3/1994,16.2,12.2,21.9,2.2,0,241,14.8,44.3,1016.5,426
6/4/1994,13.1,10.3,17.4,2.8,0,252,16.6,46.8,1014.5,258
6/5/1994,9.2,7.9,12.3,4.7,0,244,25.9,70.2,1015.9,84
6/6/1994,11.8,7.2,14.9,0.2,0,260,16.2,46.4,1023.8,168
6/7/1994,13.6,10.3,18.9,0.2,0,251,9.7,28.1,1023.3,138
6/8/1994,18.1,5.9,23.9,12.4,0,80,7.6,46.1,1017.1,690
6/9/1994,10.9,8.9,19.4,3.4,0,283,15.8,48.6,1025.9,36
6/10/1994,10.5,4.2,14.3,3.2,0,241,9,42.5,1025.1,354
6/11/1994,10.7,7.4,14.9,0,0,350,8.6,32.4,1024.1,84
6/12/1994,11.8,9.7,14.4,0,0,70,8.3,23.4,1027.1,0
6/13/1994,15.6,6.9,19.6,0,0,53,6.5,25.9,1024.2,546
6/14/1994,14,12.2,16.7,0,0,322,7.9,23.8,1021.8,48
6/15/1994,17.6,9.2,22.6,0,0,260,13.3,39.2,1018.2,606
6/16/1994,18,9.7,21.7,1.2,0,260,15.8,47.5,1014.9,456
6/17/1994,13.8,11.7,18.1,0.8,0,295,10.1,39.2,1017.7,102
6/18/1994,19,7.2,26.7,0,0,228,7.6,40.3,1015,624
6/19/1994,21,13.2,27.4,0.1,0,236,10.1,49.7,1014.6,606
6/20/1994,18.6,15.4,22.1,0,0,261,12.2,28.4,1017.1,18
6/21/1994,18.8,13.1,23.8,0,0,252,11.5,32.8,1022.1,480
6/22/1994,21.9,12.4,26.6,0,0,247,15.8,43.9,1023.5,654
6/23/1994,18.4,16.8,23.9,0,0,286,9.7,26.3,1024.4,288
6/24/1994,19.6,9.8,26.3,0,0,71,7.9,27.4,1018.6,882
6/25/1994,22.6,12.2,29.4,0,0,85,9,24.8,1013.4,828
6/26/1994,24.7,15.9,32.2,0,0,79,5.8,29.2,1014.6,726
6/27/1994,25.9,15.1,32.1,0,0,156,4.3,23,1017.3,774
6/28/1994,24.8,18.2,31.8,1.3,0,186,7.9,35.3,1018.1,528
6/29/1994,21.1,16.9,28.2,27,0,202,6.8,63,1019.6,156
6/30/1994,21.6,17.6,25.4,0,0,76,7.6,24.1,1022.4,558
7/1/1994,21.6,15.1,27.3,0,0,76,9.4,28.8,1019.1,492
7/2/1994,21.6,14.4,28,0,0,84,7.9,28.4,1017.2,846
7/3/1994,23.2,13.3,29.6,0,0,102,4.7,20.5,1017.1,852
7/4/1994,23.8,13.9,32.1,20.5,0,94,7.9,68.4,1016,738
7/5/1994,19.8,14.7,25.5,4.2,0,272,10.4,50,1018.9,264
7/6/1994,19.3,15.7,27,34.2,0,79,7.6,66.6,1016,552
7/7/1994,16.2,14.8,19,0.9,0,257,13.3,41,1018.7,36
7/8/1994,17.6,13.1,20.8,0,0,256,12.2,35.6,1018.4,234
7/9/1994,17.2,14.8,22.1,4.1,0,274,11.2,54.7,1021,186
7/10/1994,17.8,12.3,23.1,0,0,337,6.1,29.2,1024.2,720
7/11/1994,20,11,24.8,0,0,82,10.1,34.2,1023.2,834
7/12/1994,20.8,13.5,26.1,0,0,79,12.2,37.4,1020.3,840
7/13/1994,20.2,14,27.2,0,0,85,6.8,23,1019.2,630
7/14/1994,20.9,11.3,27.9,0.4,0,126,6.1,31.7,1020.9,660
7/15/1994,20,15.1,23.2,0.9,0,237,9,31,1021.9,228
7/16/1994,21.8,13.9,27.6,0,0,178,3.2,15.8,1020.3,666
7/17/1994,23.4,13.8,29.9,3.4,0,166,3.6,14.8,1017.7,564
7/18/1994,21.7,16.6,27.7,0,0,233,6.8,36.7,1015.6,336
7/19/1994,20.4,16.3,24.7,1.1,0,225,6.1,32.4,1013.8,282
7/20/1994,18,15,22,9.3,0,160,4.7,20.9,1015.1,12
7/21/1994,20.8,16.3,26.4,0,0,59,10.4,33.5,1016.9,714
7/22/1994,20.7,12.3,27.8,0,0,72,8.3,30.2,1017.9,864
7/23/1994,22.3,12.5,29.5,0,0,71,9.4,40.7,1016.3,810
7/24/1994,21.6,11.7,28.9,0,0,97,2.5,19.1,1015.6,828
7/25/1994,24,13.1,31.1,0,0,213,5,21.2,1016.3,744
7/26/1994,22.1,17.6,28.4,2.1,0,240,7.2,25.2,1020.3,186
7/27/1994,23,15.6,31.3,3,0,180,5,38.2,1018.6,654
7/28/1994,23,14.3,30.6,0,0,101,6.1,21.2,1016.2,804
7/29/1994,23.2,13.3,30.2,0,0,129,4,20.5,1016.1,732
7/30/1994,24.2,14.2,32.1,0,0,208,6.1,44.3,1014,546
7/31/1994,24.6,16.9,32.3,0,0,203,6.5,42.1,1012,762
8/1/1994,22.9,16,30.5,1.8,0,264,11.2,52.9,1014.5,660
8/2/1994,21.6,17.2,27.1,0,0,231,5,17.3,1019.6,528
8/3/1994,23.6,13.5,30.6,0,0,143,4,19.4,1020,714
8/4/1994,24.4,15.3,31.2,0,0,89,6.8,27.4,1020.3,786
8/5/1994,24.5,14.3,32.6,0,0,93,5,27,1019.3,798
8/6/1994,24.8,15,32.1,0.1,0,76,6.8,29.9,1018,630
8/7/1994,24,19.9,30.6,2.4,0,356,8.3,31,1016.4,576
8/8/1994,21.8,17,28.3,6.2,0,216,5.8,58.3,1016,402
8/9/1994,20,16.2,25.3,0,0,183,7.6,22,1014.2,522
8/10/1994,20.8,14.6,29.2,9.4,0,50,9.4,58,1006.8,336
8/11/1994,19.2,15.9,25.2,0,0,253,13,36.7,1010.7,594
8/12/1994,17.6,14.9,20.7,0.1,0,246,19.8,52.6,1015.4,162
8/13/1994,16.3,14.4,19.6,0,0,272,14.8,39.2,1018.1,174
8/14/1994,14.9,10.8,19.7,0,0,272,10.8,38.2,1022,534
8/15/1994,14.5,6.4,21.1,0,0,283,7.2,32,1025.1,738
8/16/1994,15.7,4.5,24,0,0,69,4,26.3,1021.9,774
8/17/1994,17.6,8.6,22.4,6.9,0,230,8.3,55.1,1013.6,90
8/18/1994,15.3,11.3,19.1,0.6,0,268,24.1,61.6,1014.5,510
8/19/1994,15.1,12.1,18.2,9.1,0,248,16.2,49.3,1013.6,6
8/20/1994,17.7,14.7,22.2,0.1,0,268,13.3,41,1016.6,252
8/21/1994,20.6,12.3,27.4,0,0,60,2.9,23.8,1016.5,744
8/22/1994,20,15.2,26,0.4,0,146,6.1,31.7,1018.3,360
8/23/1994,20.6,13,28.1,1.8,0,25,6.8,25.6,1016,558
8/24/1994,18,16.8,22.7,13.3,0,267,8.6,45.7,1013.6,114
8/25/1994,14.2,12.7,17.5,3.8,0,279,15.8,37.1,1010.1,0
8/26/1994,17.2,11.7,22,0,0,259,10.8,30.6,1014.6,516
8/27/1994,17.9,15.6,24,0,0,249,10.1,29.9,1017.9,456
8/28/1994,17.2,10.4,24.9,1.7,0,246,10.1,42.8,1016.3,480
8/29/1994,14.4,11.7,20.4,0,0,288,7.9,26.6,1019.4,402
8/30/1994,16.2,7.5,22.4,0,0,72,7.9,27,1016.6,618
8/31/1994,19.6,11.8,25.7,5.9,0,79,8.6,38.9,1013.3,378
9/1/1994,17.4,14.5,22.6,10,0,226,7.6,36.7,1015.5,336
9/2/1994,16.1,13.9,19.7,2.9,0,258,9,29.9,1015.6,6
9/3/1994,14,12,17,0.1,0,255,7.9,23.8,1019.6,78
9/4/1994,13.6,6.5,20.8,0,0,226,2.9,15.1,1021.3,606
9/5/1994,16.7,8.4,22.6,1.1,0,247,8.6,36.7,1021.6,252
9/6/1994,16.8,13.5,20.5,12.5,0,127,7.2,28.1,1017.2,186
9/7/1994,18,14.5,23.3,0.1,0,252,7.9,33.8,1012.5,216
9/8/1994,16.2,14.2,21.1,12.9,0,331,12.2,55.4,1008.5,54
9/9/1994,13.2,10.1,18.5,0.3,0,238,15.5,59,1015.7,414
9/10/1994,13.8,7,19.7,1.7,0,215,11.9,51.8,1016,318
9/11/1994,15.5,11.9,17,8.4,0,193,8.3,27.7,1016.6,30
9/12/1994,17.3,14.2,25.7,3.2,0,180,9.4,46.4,1014.8,414
9/13/1994,15.1,13.8,17.8,4.7,0,185,5.4,33.1,1015.5,0
9/14/1994,14.5,11.5,16.4,4.9,0,97,13,60.8,1001.3,0
9/15/1994,11.9,8.5,15.1,0.7,0,235,16.2,57.2,1005.4,234
9/16/1994,12.2,9.5,16.3,1.3,0,249,17.3,49,1009.8,492
9/17/1994,9.2,8.3,11.6,0.2,0,264,14,37.8,1019.2,84
9/18/1994,7.8,3.2,10.3,4,0,243,13.7,41,1023.7,90
9/19/1994,7.9,5.3,13.8,0,0,231,7.2,23,1022.2,96
9/20/1994,8.4,1.5,15,0.1,0,80,9.4,33.1,1010.8,456
9/21/1994,11.2,7.9,16.7,0,0,64,10.4,27,1013.3,342
9/22/1994,11,5.5,17.1,0,0,69,10.8,33.5,1022.4,366
9/23/1994,14.7,6.2,20.9,0,0,77,13,34.9,1022,540
9/24/1994,18.2,10.8,24.9,0,0,66,9.4,23.8,1016.1,426
9/25/1994,16.3,12.6,22.3,0.1,0,245,6.5,16.9,1019.2,504
9/26/1994,15,9.8,18.2,4.1,0,295,4,23.8,1016.8,0
9/27/1994,15.3,13.8,19.6,0,0,260,9.4,26.3,1018.9,162
9/28/1994,12.8,10.2,17.3,0.1,0,17,4.3,16.9,1024,114
9/29/1994,11.5,5.6,18.6,0,0,106,2.9,15.8,1025,270
9/30/1994,13.8,6.1,19.9,0,0,90,4,24.5,1021.6,228
10/1/1994,13.8,11.1,18.2,0,0,240,6.8,21.2,1022.4,6
10/2/1994,14,9.9,18.6,0.7,0,158,4.3,23.8,1017.4,60
10/3/1994,13,11,18.2,6.1,0,234,15.5,56.2,1007.3,12
10/4/1994,5.7,4.5,12,0,0,283,12.6,43.2,1019.3,24
10/5/1994,5.2,-0.4,10.3,0.2,0,257,11.5,40.3,1030,468
10/6/1994,2.5,0.2,7.6,0,0,10,7.6,23,1037.7,486
10/7/1994,2.4,-2.6,7.4,3,0,91,9,36,1029.3,396
10/8/1994,1.8,0.4,4.8,0.1,0,260,4.3,14,1026.2,0
10/9/1994,3.8,-2,10.8,0,0,77,5,22,1027.9,306
10/10/1994,5.6,-0.9,13.7,0,0,90,6.5,21.6,1028.2,582
10/11/1994,4.6,-1.7,13.3,0,0,89,4.7,20.5,1028.9,288
10/12/1994,3,-2.3,11.4,0,0,79,5,17.6,1032.7,240
10/13/1994,5.8,0.2,13.9,0,0,77,5.4,20.5,1034.8,288
10/14/1994,7.6,0,17,0,0,78,4.7,20.2,1029.4,552
10/15/1994,8.6,0.6,18.8,0,0,80,2.5,12.2,1024.7,546
10/16/1994,10,3,14.9,0,0,265,4.3,19.1,1021.2,174
10/17/1994,5.6,4.4,10.5,0,0,25,12.6,31,1024.4,0
10/18/1994,2.4,-0.9,7.7,0,0,84,16.6,40,1023,576
10/19/1994,4,-1.8,10.6,0,0,78,12.6,28.8,1014.1,456
10/20/1994,6.5,-0.6,13.4,0,0,66,13,34.6,1009.7,564
10/21/1994,7.5,1.3,16.4,0,0,76,9,27.7,1010.1,552
10/22/1994,6.7,-0.3,14.1,0.3,0,84,6.8,22.7,1008.5,276
10/23/1994,7.8,2,11.3,8.8,0,119,4.7,15.8,1007.2,0
10/24/1994,6.9,1.4,13.6,0,0,227,7.6,32.4,1012.9,60
10/25/1994,7.7,0.7,14.8,5.9,0,201,7.2,42.1,1011.8,132
10/26/1994,7.9,6.7,11.8,0,0,232,13.7,37.4,1012.5,138
10/27/1994,6.8,3,12.1,0,0,234,11.2,44.3,1016.6,432
10/28/1994,6,-0.4,8.8,4.4,0,99,2.9,12.6,1015.1,0
10/29/1994,6.6,3.6,12,1.2,0,204,6.1,33.8,1017.1,228
10/30/1994,13.2,5.5,15.1,1.2,0,234,22.3,67,1013.3,6
10/31/1994,14.4,9.2,19.5,0,0,224,11.9,43.2,1014,420
11/1/1994,9.7,7,14.2,0.1,0,241,12.2,34.9,1022.3,6
11/2/1994,5.2,-1.1,10.3,0,0,63,7.6,24.1,1024.1,108
11/3/1994,6.9,2.4,12.6,0,0,73,11.9,30.6,1020.2,408
11/4/1994,10.1,4.6,15.6,0,0,79,10.4,24.5,1017.4,252
11/5/1994,11.5,7.2,18.2,0,0,98,15.5,32.4,1013.6,438
11/6/1994,8.9,3.5,13.5,0,0,267,7.9,21.2,1014.1,348
11/7/1994,7.2,5.2,8.9,6.5,0,35,4.7,13,1013.6,0
11/8/1994,7.4,5.7,11.2,0,0,241,5.4,17.6,1015.3,0
11/9/1994,6.9,5.2,9.1,0,0,103,8.3,22.7,1013.7,0
11/10/1994,6.1,4.8,6.9,24.8,0,67,4,17.3,1010.7,0
11/11/1994,6.9,5.6,7.5,7.9,0,337,6.8,18.7,1014.4,0
11/12/1994,6.3,5.4,8,0.1,0,333,5.8,16.2,1019,0
11/13/1994,8.2,4.4,9.4,0.8,0,201,6.8,27.7,1023,0
11/14/1994,11,6.1,12.7,0,0,232,10.8,29.5,1022.6,30
11/15/1994,11,9.7,14,0.7,0,256,24.1,63,1019,18
11/16/1994,7.7,5.8,11,0.1,0,259,17.6,49.7,1021.2,258
11/17/1994,6.5,2.2,10.3,0.1,0,242,14.4,43.9,1017.7,138
11/18/1994,6.3,5.7,7,7.2,0,252,22.7,44.3,1016.2,0
11/19/1994,7.5,5.7,9.7,5.4,0,229,8.3,30.2,1023.9,30
11/20/1994,9.4,5.9,13.5,0.1,0,234,11.9,31.3,1026.8,24
11/21/1994,9.3,5.1,11.8,0.3,0,235,6.5,18.4,1027.2,0
11/22/1994,7.9,7.1,9.9,0.1,0,69,7.9,24.1,1028.7,18
11/23/1994,6.4,4.7,7.5,0,0,59,6.1,15.8,1030.4,0
11/24/1994,8.5,4.3,11,0,0,270,11.2,29.9,1033.1,180
11/25/1994,7.1,5.9,9.4,0,0,277,17.3,42.5,1035.1,96
11/26/1994,5.4,3.7,7.1,8.2,0,245,8.3,22.3,1030.4,6
11/27/1994,6.6,4.9,7.5,0.1,0,272,7.6,23,1028.3,0
11/28/1994,3.6,-0.5,6.6,0,0,246,4,19.8,1036.7,0
11/29/1994,3.8,3.2,4.9,0,0,77,4.3,18.4,1036.1,0
11/30/1994,1.9,-1.1,4.2,0,0,132,6.1,18.7,1034.4,0
12/1/1994,0.7,-1.7,5.2,0,0,90,15.1,34.2,1033.6,390
12/2/1994,-1.3,-2.7,0.3,0,0,89,8.6,21.6,1034.5,48
12/3/1994,-0.2,-4.1,6.3,0.7,0,88,5.8,16.2,1033.6,456
12/4/1994,6.5,-3.1,9.5,8.6,0,196,6.1,28.4,1028.6,0
12/5/1994,5.4,2.5,10.2,9.1,0,205,9,40.7,1024.1,0
12/6/1994,4.8,1,9.3,0.8,0,233,13.7,46.4,1029.7,180
